Patent ID,Generated Question
US20190134012A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20190142876A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20190151294A1,<PDF> Can you list the SMILES strings for every chemical compound found in this file?
US20190151309A1,<PDF> Identify and extract all molecular structures in SMILES format.
US20190151350A1,Identify all chemical compounds in <PDF> and output their SMILES representations.
US20190151399A1,<PDF> Can you extract and convert all molecular structures from this file into SMILES notation?
US20190216819A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
US20190216822A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
US20190216832A1,<PDF> Identify all chemical structures in this document and provide their corresponding SMILES notations.
US20190233456A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES representations.
US20190233765A1,<PDF> Identify all chemical structures and convert them to SMILES notation.
US20190234567A1,<PDF> Extract all molecular structures from the document and provide their corresponding SMILES representations.
US20190255001A1,<PDF> Identify all molecular structures and convert them into SMILES format.
US20190255012A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES strings.
US20190255039A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
US20190255231A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
US20190255245A1,<PDF> Extract all chemical structures from this document and convert them to SMILES format.
US20190262231A1,"<PDF> Identify and extract all molecular structures, converting them to SMILES notation."
US20190262321A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
US20190262351A1,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
US20190262391A1,Identify all chemical structures in <PDF> and output their corresponding SMILES representations.
US20190262394A1,<PDF> Identify and extract all chemical structures from this document and provide their corresponding SMILES notations.
US20190262395A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20190262399A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20190282613A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
US20190282614A1,<PDF> Extract the SMILES representations for all chemical structures found in this document.
US20190282615A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20190282634A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20190282639A1,<PDF> Locate all molecular structures in the file and convert them to SMILES notation.
US20190282645A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20190282673A1,"From the provided <PDF>, identify all molecular structures and convert them to SMILES format."
US20190282674A1,<PDF> Extract all chemical structures from the file and convert them to SMILES notation.
US20190282691A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20190290678A1,<PDF> Identify all chemical compounds and represent them as SMILES notation.
US20190290842A1,<PDF> Identify all chemical structures and output their SMILES representations.
US20190290872A1,<PDF> Identify all chemical compounds and represent them as SMILES notations.
US20190290876A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20190292234A1,List all molecular structures found in <PDF> and provide their corresponding SMILES representations.
US20190314356A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notation.
US20190321456A1,<PDF> List all chemical structures in the document as SMILES strings.
US20190343776A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20190343804A1,Extract and convert all molecular structures from <PDF> into SMILES notation.
US20190343807A1,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
US20190343809A1,<PDF> Can you list the SMILES strings for every chemical structure found in this file?
US20190343821A1,<PDF> Can you list all the chemical structures in this file as SMILES strings?
US20190343829A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
US20190343833A1,Identify all chemical structures in <PDF> and convert them into SMILES notation.
US20190343836A1,"From <PDF>, identify all molecular structures and provide their corresponding SMILES notations."
US20190343850A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES notations.
US20190343861A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
US20190343874A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
US20190343881A1,Identify all chemical compounds in <PDF> and list their corresponding SMILES notations.
US20190343882A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20190351023A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20190375842A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
US20190375892A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20200016214A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notations.
US20200016249A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES notations.
US20200016263A1,"From the given <PDF>, identify all chemical structures and provide their corresponding SMILES notations."
US20200016281A1,<PDF> Extract all chemical structures from the document and provide their corresponding SMILES notations.
US20200016284A1,<PDF> List all chemical structures in the document and provide their corresponding SMILES representations.
US20200016285A1,<PDF> Can you list the SMILES strings for every chemical structure found in this file?
US20200016287A1,<PDF> Locate all chemical structures in the document and provide their corresponding SMILES representations.
US20200030456A1,Identify all chemical compounds in <PDF> and list their corresponding SMILES representations.
US20200038448A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20200040056A1,<PDF> List all chemical structures in the document and provide their corresponding SMILES notations.
US20200040091A1,<PDF> Identify all chemical structures and output their SMILES representations.
US20200078901A1,<PDF> Identify all chemical compounds present and provide their corresponding SMILES notations.
US20200123456A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20200138969A1,<PDF> Locate all molecular structures in the file and convert them to SMILES notation.
US20200138987A1,<PDF> Identify all chemical compounds present and represent them as SMILES strings.
US20200230218A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES representations.
US20200254012A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20200254052A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20200254088A1,Can you extract and list all the molecules from <PDF> as SMILES strings?
US20210002359A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20210002391A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20210015847A1,<PDF> Identify all chemical compounds present and represent them as SMILES notations.
US20210052321A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES representations.
US20210077321A1,<PDF> Extract the SMILES strings for every chemical structure present in this file.
US20210077345A1,"From the provided <PDF>, identify all chemical structures and output their SMILES notations."
US20210123456A1,<PDF> Extract all chemical structures from this document and convert them into SMILES format.
US20210228671A1,<PDF> Extract all chemical compounds present and provide their corresponding SMILES notations.
US20220054321A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notations.
US3210987B2,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US3210987G1,<PDF> Extract all chemical structures from this document and provide their SMILES representations.
US6543210A1,<PDF> Can you convert all molecular structures in this PDF to their corresponding SMILES strings?
US6543210B1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US6543210E1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US7654321B2,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US7654321D1,"From <PDF>, extract all chemical structures and provide their corresponding SMILES notations."
US7890123B2,<PDF> Extract all chemical structures from this document and provide their SMILES representations.
US8765432A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US8765432B1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US8765432B2,Identify and extract all molecular structures from <PDF> in SMILES format.
US8765432C1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US8765432C2,<PDF> Identify all chemical structures and provide their SMILES notations.
US8765432D1,<PDF> Extract all chemical structures from the document and provide their corresponding SMILES notations.
US8901234F1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notation.
US9874563B2,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
US9876543B2,<PDF> Locate all molecular structures in the file and convert them to SMILES notation.
US9876543C1,Extract all molecular structures from the provided <PDF> and convert them into SMILES notation.
US9876543D2,<PDF> Identify and extract all molecular structures in SMILES format.
WO2010107569A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2010107569A2,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2013177228A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
WO2014144766A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2014151624A1,<PDF> Extract the SMILES strings for all chemical structures found in this document.
WO2014159867A1,<PDF> Convert all molecular structures found in the document to SMILES format.
WO2014160705A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
WO2014165136A1,<PDF> Extract all chemical structures from this document and convert them into SMILES notation.
WO2014197632A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
WO2014197643A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2015100345A1,<PDF> Extract all chemical structures from this document and convert them into SMILES format.
WO2015100421A1,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
WO2015100423A1,<PDF> Extract all molecular structures from this document and provide their SMILES representations.
WO2015100426A1,Identify all chemical structures in <PDF> and provide their SMILES representations.
WO2015103456A1,Extract all molecular structures from <PDF> and provide their corresponding SMILES strings.
WO2015112602A1,Can you provide the SMILES strings for all chemical structures found in <PDF>?
WO2015116723A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
WO2015120074A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2015120123A1,"From <PDF>, list all chemical structures found and provide their corresponding SMILES representations."
WO2015120234A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
WO2015120278A1,"From the given <PDF>, list all chemical structures and provide their corresponding SMILES representations."
WO2015121234A1,Identify all molecular structures in <PDF> and convert them into SMILES notation.
WO2015123210A1,<PDF> Find all molecular structures in the file and provide their corresponding SMILES representations.
WO2015123367A1,<PDF> List all chemical structures found in the document and provide their corresponding SMILES representations.
WO2015123456A1,<PDF> Extract all chemical compounds from the PDF and provide their corresponding SMILES notation.
WO2015123486A1,<PDF> Locate all chemical structures in the file and provide their corresponding SMILES representations.
WO2015127235A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2015127236A1,<PDF> Extract all chemical structures from the document and provide their SMILES representations.
WO2015161052A1,<PDF> Extract all chemical structures from the file and provide their corresponding SMILES notations.
WO2015164521A1,<PDF> Identify all chemical structures and output their SMILES notations.
WO2015168072A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
WO2016011055A1,<PDF> Extract all chemical compounds from the text and provide their SMILES representations.
WO2016014567A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
WO2016014569A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
WO2016045678A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2016073456A1,<PDF> Identify and convert all molecular structures into SMILES notation.
WO2016106175A1,<PDF> Locate all molecular structures in the file and provide their SMILES representations.
WO2016109532A1,<PDF> Extract all chemical compounds present in the file and provide their SMILES representations.
WO2016154422A1,<PDF> Can you extract and list the SMILES strings for every chemical structure found in this file?
WO2016172287A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
WO2016172589A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
WO2016176659A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
WO2016183175A1,"From <PDF>, identify all chemical structures and provide their corresponding SMILES notations."
WO2016187232A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2016187235A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES representations.
WO2016187236A1,Identify and convert all molecular structures in <PDF> to SMILES format.
WO2016187238A1,<PDF> Identify all chemical structures and output their SMILES notations.
WO2016191425A1,<PDF> Locate all chemical structures in the file and provide their corresponding SMILES representations.
WO2017031234A1,"From the <PDF>, identify all molecular structures and provide their corresponding SMILES notations."
WO2017040386A1,<PDF> Extract all chemical structures and provide their corresponding SMILES notations.
WO2017040678A1,Extract all molecular structures from <PDF> and provide their corresponding SMILES strings.
WO2017040790A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES notations.
WO2017040798A1,What SMILES strings correspond to the chemical structures in <PDF>?
WO2017040821A1,<PDF> Find all molecular structures in the file and convert them into SMILES notation.
WO2017044462A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
WO2017044466A1,"<PDF> Identify and extract all chemical structures from this document, converting them to SMILES notation."
WO2017044567A1,<PDF> Extract the SMILES representations of all chemical structures found in this document.
WO2017062645A1,<PDF> Locate all chemical structures in the file and provide their corresponding SMILES representations.
WO2017064321A1,Identify all chemical structures in <PDF> and provide their SMILES representations.
WO2017066178A1,"From the provided <PDF>, identify all chemical structures and convert them to SMILES notation."
WO2017066221A1,<PDF> List all chemical structures found in the document and provide their SMILES representations.
WO2017066321A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES representations.
WO2017066482A1,"From the provided <PDF>, identify all molecular structures and convert them into SMILES format."
WO2017066489A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
WO2017087563A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2017100123A1,<PDF> Identify all chemical compounds present and represent them as SMILES notations.
WO2017105678A1,<PDF> Extract all chemical structures from the file and provide their corresponding SMILES notations.
WO2017106023A1,<PDF> Identify all chemical structures in this document and provide their corresponding SMILES notations.
WO2017117423A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
WO2017120123A1,<PDF> Identify all molecular structures and provide their corresponding SMILES strings.
WO2017120456A1,<PDF> Extract all molecular structures from the document and convert them to SMILES notation.
WO2017123456A1,Identify all chemical structures in the <PDF> and convert them to SMILES notation.
WO2017127561A1,<PDF> Locate all chemical structures in the file and provide their corresponding SMILES representations.
WO2017127568A1,<PDF> Can you convert all molecular structures in this file into SMILES strings?
WO2017127754A1,Extract all chemical compounds from <PDF> and provide their SMILES representations.
WO2017132309A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES representations.
WO2017136543A1,<PDF> Identify all chemical structures in this document and convert them to SMILES notation.
WO2017136548A1,<PDF> Can you provide the SMILES strings for every chemical structure found in this file?
WO2017151782A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
WO2017151789A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES representations.
WO2017154321A1,Extract all molecular structures from the PDF <PDF> and provide their corresponding SMILES notations.
WO2017156228A1,Extract all molecular structures from <PDF> and provide their corresponding SMILES strings.
WO2017156234A1,Identify and convert all molecular structures from <PDF> into SMILES notation.
WO2017156253A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2017157654A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
WO2017157890A1,<PDF> Locate all chemical structures in the document and provide their corresponding SMILES representations.
WO2017161116A1,<PDF> Extract all chemical compounds from the document and provide their SMILES representations.
WO2017161178A1,"From the provided <PDF>, list all chemical structures and convert them into SMILES notation."
WO2017161202A1,<PDF> Identify and extract all molecular structures in SMILES format.
WO2017161206A1,Identify and convert all molecular structures from <PDF> into SMILES notation.
WO2017161234A1,<PDF> List all chemical structures found in the document and provide their SMILES representations.
WO2017165732A1,Identify and extract all molecular structures from <PDF> and provide their corresponding SMILES notations.
WO2017165734A1,<PDF> Identify and convert all molecular structures into SMILES notation.
WO2017165738A1,<PDF> Extract all chemical compounds listed and represent them as SMILES notations.
WO2017165834A1,<PDF> Find all chemical structures in the document and convert them to SMILES notation.
WO2017165867A1,Can you extract all molecular structures from <PDF> and provide their corresponding SMILES strings?
WO2017181132A1,Identify all chemical structures in <PDF> and provide their SMILES representations.
WO2017184765A1,<PDF> Identify all chemical structures and output their SMILES notations.
WO2017189765A1,<PDF> Can you list the SMILES strings for every chemical structure found in this file?
WO2017192345A1,Can you list the SMILES strings for every chemical structure found in <PDF>?
WO2017192587A1,"From <PDF>, list all chemical structures found and provide their corresponding SMILES representations."
WO2017192780A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
WO2017194567A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2017197023A1,<PDF> Identify all chemical compounds present and represent them as SMILES strings.
WO2017201079A1,<PDF> Extract all chemical structures from this document and convert them to SMILES notation.
WO2017201089A1,<PDF> Extract all chemical structures present and represent them as SMILES notation.
WO2017201234A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES representations.
WO2017205678A1,Extract all molecular structures from <PDF> and provide their corresponding SMILES notations.
WO2017210447A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
WO2017234567A1,"From the provided <PDF>, identify all chemical structures and output their SMILES notations."
WO2017456789A1,<PDF> Identify and convert all molecular entities into SMILES notation.
WO2018005401A1,"From the provided <PDF>, identify and extract all molecular structures in SMILES format."
WO2018009412A1,<PDF> Identify all chemical structures in this document and provide their corresponding SMILES notations.
WO2018011234A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
WO2018013852A1,Identify all chemical structures in <PDF> and output their corresponding SMILES representations.
WO2018013892A1,<PDF> List all chemical structures found in the document and provide their corresponding SMILES representations.
WO2018015432A1,<PDF> Can you provide the SMILES strings for every chemical structure found in this file?
WO2018017753A1,<PDF> Extract all chemical compounds present and provide their corresponding SMILES representations.
WO2018017890A1,<PDF> Can you extract the SMILES strings for each compound in this file?
WO2018022867A1,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
WO2018051234A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
WO2018053270A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
WO2018053276A1,<PDF> List all chemical structures in the document and provide their corresponding SMILES representations.
WO2018053476A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2018056789A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notation.
WO2018067812A1,<PDF> Identify and convert all molecular structures into SMILES notation.
WO2018106789A1,Extract all chemical compounds from <PDF> and provide their SMILES representations.
WO2018119352A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
WO2018119355A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2018123456A1,<PDF> Identify all chemical structures in the document and list their corresponding SMILES notations.
WO2018125945A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2018127890A1,Identify all chemical compounds in <PDF> and represent them as SMILES strings.
WO2018127896A1,<PDF> Extract all chemical structures from this document and provide their SMILES notations.
WO2018129285A1,<PDF> Can you convert all chemical structures in this file into SMILES strings?
WO2018129287A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
WO2018129291A1,<PDF> Locate all molecular structures in the file and provide their corresponding SMILES representations.
WO2018129326A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2018129356A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2018129357A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES representations.
WO2018129358A1,<PDF> Can you list all the SMILES strings for the chemical structures found in this document?
WO2018129375A1,<PDF> List all molecular structures found in the file and provide their corresponding SMILES representations.
WO2018129385A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES notations.
WO2018129387A1,Identify all chemical structures in <PDF> and output their corresponding SMILES representations.
WO2018129389A1,<PDF> Identify all chemical compounds present and represent them as SMILES notations.
WO2018129395A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
WO2018136789A1,<PDF> Extract all chemical structures from the given document and provide their corresponding SMILES notations.
WO2018144567A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
WO2018154321A1,Extract all molecules from <PDF> and provide their corresponding SMILES strings.
WO2018156421A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
WO2018156789A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
WO2018175489A1,Identify all chemical structures in <PDF> and convert them into SMILES notation.
WO2018175889A1,<PDF> Identify and extract all molecular structures in SMILES format.
WO2018195385A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2018226789A1,<PDF> Identify all molecular structures and convert them to SMILES notation.
WO2018234567A1,"From the provided <PDF>, identify all chemical structures and output their SMILES notations."
WO2018765432A1,"From the provided <PDF>, identify all chemical structures and output their SMILES representations."
WO2019012345A1,<PDF> List all chemical structures in the document as SMILES strings.
WO2019014345A1,Review the provided <PDF> and extract SMILES representations for all chemical structures present.
WO2019014567A1,<PDF> Extract all chemical structures from the file and provide their corresponding SMILES notations.
WO2019060473A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
WO2019060543A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2019074882A1,<PDF> Can you list the SMILES strings for every chemical structure found in this file?
WO2019079345A1,<PDF> Identify all chemical structures and provide their SMILES representations.
WO2019101234A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
WO2019102345A1,<PDF> List all molecular structures found in the document and provide their corresponding SMILES representations.
WO2019104075A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2019104125A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
WO2019108765A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
WO2019113456A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2019118526A1,<PDF> Identify all molecular structures and convert them to SMILES format.
WO2019118532A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2019118765A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
WO2019118823A1,<PDF> Identify all molecules and provide their corresponding SMILES strings.
WO2019118932A1,"From <PDF>, extract all chemical structures and provide their corresponding SMILES representations."
WO2019118934A1,<PDF> Can you provide the SMILES strings for every chemical structure found in this file?
WO2019123456A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2019133736A1,<PDF> Identify all chemical structures present and convert them into SMILES notation.
WO2019133826A1,<PDF> Extract all chemical structures from this document and convert them to SMILES notation.
WO2019133829A1,"From the provided <PDF>, identify all chemical structures and output their SMILES notations."
WO2019133865A1,<PDF> Find all molecular structures in the file and convert them into SMILES notation.
WO2019136112A1,"From <PDF>, identify all chemical structures and provide their SMILES notations."
WO2019136115A1,"<PDF> Identify and extract all molecular structures in the document, converting them to SMILES notation."
WO2019136135A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2019136200A1,"From <PDF>, list all chemical structures found and provide their corresponding SMILES representations."
WO2019136234A1,Identify all molecular structures in <PDF> and provide their SMILES representations.
WO2019136235A1,Identify all chemical compounds in <PDF> and list their corresponding SMILES representations.
WO2019136254A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES representations.
WO2019136278A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notations.
WO2019136288A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2019136335A1,<PDF> Can you list the SMILES strings for every chemical compound found in this file?
WO2019136345A1,<PDF> List all chemical structures found in the file and provide their corresponding SMILES representations.
WO2019136412A1,Identify all chemical compounds in <PDF> and convert them to SMILES notation.
WO2019136415A1,"From the provided <PDF>, list all chemical structures and convert them into SMILES notation."
WO2019136417A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notations.
WO2019136418A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES strings.
WO2019136437A1,<PDF> List all chemical structures found in the document and provide their corresponding SMILES representations.
WO2019137832A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
WO2019139876A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2019139927A1,<PDF> Identify all chemical compounds present and provide their corresponding SMILES notations.
WO2019139987A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
WO2019140256A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notations.
WO2019140338A1,<PDF> Extract all molecular structures from this document and provide their SMILES representations.
WO2019145678A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
WO2019152345A1,<PDF> Extract all molecular structures from the document and provide their corresponding SMILES notations.
WO2019152663A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
WO2019156782A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
WO2019156789A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
WO2019156982A1,<PDF> Identify all molecular structures in the document and provide their SMILES notations.
WO2019156987A1,<PDF> Can you provide the SMILES strings for every chemical structure found in this file?
WO2019157103A1,<PDF> Extract all chemical structures from the file and provide their corresponding SMILES notations.
WO2019157215A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
WO2019157234A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
WO2019157423A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2019164567A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
WO2019167032A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2019168887A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
WO2019213456A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES notations.
WO2019213476A1,<PDF> Identify and extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2019217412A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2019217413A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES notations.
WO2019217453A1,<PDF> Can you convert all chemical structures in this file to SMILES format?
WO2019232145A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
WO2019234567A1,<PDF> Identify and convert all molecular structures into SMILES notation.
WO2020010234A1,Identify and extract all molecular structures from <PDF> and provide their corresponding SMILES notations.
WO2020010256A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
WO2020012345A1,Extract all molecular structures from <PDF> and provide their corresponding SMILES notations.
WO2020014467A1,Identify and extract all molecular structures from <PDF> and convert them to SMILES notation.
WO2020014567A1,<PDF> Convert all chemical structures in this file to their corresponding SMILES notation.
WO2020018473A1,"From the provided <PDF>, list all molecular structures and convert them to SMILES notation."
WO2020023456A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
WO2020023567A1,<PDF> Extract all chemical structures from the document and provide their SMILES representations.
WO2020033456A1,"From <PDF>, identify all chemical structures and provide their corresponding SMILES notations."
WO2020051234A1,<PDF> Extract SMILES strings for all chemical structures present in this document.
WO2020051362A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES notations.
WO2020051423A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
WO2020055678A1,<PDF> Extract all chemical compounds from the given file and provide their corresponding SMILES representations.
WO2020055823A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2020055987A1,<PDF> List all the chemical structures in the document and provide their corresponding SMILES representations.
WO2020056112A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES notations.
WO2020056789A1,<PDF> Can you convert each chemical structure in this file into its corresponding SMILES notation?
WO2020072765A1,"From <PDF>, identify all chemical structures and provide their corresponding SMILES notations."
WO2020072768A1,"From <PDF>, extract all chemical structures and provide their corresponding SMILES notation."
WO2020072789A1,<PDF> Locate all chemical structures in the file and provide their corresponding SMILES representations.
WO2020076789A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES notations.
WO2020098765A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
WO2020102615A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
WO2020106789A1,Identify all chemical structures in the <PDF> and convert them to SMILES notation.
WO2020106825A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
WO2020112234A1,<PDF> Identify and extract all molecular structures in SMILES format.
WO2020112345A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2020112921A1,<PDF> Identify and extract all molecular structures in the document as SMILES strings.
WO2020112923A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
WO2020112927A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
WO2020112987A1,<PDF> Extract all chemical structures from the document and convert them into SMILES notation.
WO2020113025A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
WO2020113192A1,<PDF> Identify all molecular structures and provide their corresponding SMILES strings.
WO2020115587A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
WO2020117890A1,<PDF> Identify and extract all molecular structures in SMILES format.
WO2020117978A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
